,Site_Num,Site_Name,Enrollment,Free,Reduced,TotalFR,FRPercent,Year,Paid,CEP
141,1554,Stemmers Run Middle,852,640,0,640,75.12,Y2122,212.0,  Yes
142,905,Stoneleigh Elementary,625,75,7,82,13.1,Y2122,543.0, No
143,353,Sudbrook Magnet Middle,964,455,63,518,53.7,Y2122,446.0, No
144,310,Summit Park Elementary,323,69,5,74,22.9,Y2122,249.0, No
145,1513,Sussex Elementary,434,391,0,391,90.09,Y2122,43.0,  Yes
146,405,Timber Grove Elementary,521,328,0,328,62.96,Y2122,193.0,  Yes
147,805,Timonium Elementary,440,39,5,44,10.0,Y2122,396.0, No
148,971,Towson High,1661,302,45,347,20.8,Y2122,1314.0, No
149,1505,Victory Villa Elementary,646,575,0,575,89.01,Y2122,71.0,  Yes
150,908,Villa Cresta Elementary,626,261,16,277,44.2,Y2122,349.0, No
151,1533,Vincent Farm Elem,746,304,29,333,44.6,Y2122,413.0, No
152,813,Warren Elementary,376,151,22,173,46.0,Y2122,203.0, No
153,219,Watershed Public Charter Sch,263,89,5,94,35.7,Y2122,169.0, No
154,304,Wellwood International Mag,465,232,15,247,53.1,Y2122,218.0, No
155,925,West Towson Elementary,371,22,2,24,6.4,Y2122,347.0, No
156,102,Westchester Elementary,655,133,10,143,21.8,Y2122,512.0, No
157,175,Western Sch Of Tech & Env Scie,931,287,73,360,38.6,Y2122,571.0, No
158,103,Westowne Elementary,646,314,13,327,50.6,Y2122,319.0, No
159,923,White Oak School,52,39,0,39,75.0,Y2122,13.0,  Yes
160,213,Winand Elementary,419,303,0,303,72.32,Y2122,116.0,  Yes
161,256,Windsor Mill Middle,670,423,0,423,63.13,Y2122,247.0,  Yes
162,211,Winfield Elementary,438,332,0,332,75.8,Y2122,106.0,  Yes
163,116,Woodbridge Elementary,431,199,21,220,51.0,Y2122,211.0, No
164,311,Woodholme Elementary,664,404,0,404,60.84,Y2122,260.0,  Yes
165,172,Woodlawn High,1732,1179,0,1179,68.07,Y2122,553.0,  Yes
0,1302,Arbutus Elem,387,350,0,350,90.44,Y2223,37.0,  Yes
1,1356,Arbutus Middle,970,474,71,545,56.19,Y2223,425.0,  No
2,1307,Baltimore Highlands Elem,523,523,0,523,100.0,Y2223,0.0,  Yes
3,1517,Battle Grove Elem,322,322,0,322,100.0,Y2223,0.0,  Yes
4,1215,Battle Monument School,62,52,0,52,83.87,Y2223,10.0,  Yes
5,1206,Bear Creek Elem,468,468,0,468,100.0,Y2223,0.0,  Yes
6,303,Bedford Elem,296,283,0,283,95.61,Y2223,13.0,  Yes
7,1205,Berkshire Elem,471,471,0,471,100.0,Y2223,0.0,  Yes
8,62,Campfield Ely Chhd Lrn/Dev,352,321,0,321,91.19,Y2223,31.0,  Yes
9,1106,Carney Elem,522,507,0,507,97.13,Y2223,15.0,  Yes
10,1001,Carroll Manor Elem,358,23,5,28,7.82,Y2223,330.0,  No
11,69,Catonsville Ctr Alt Studies,60,60,0,60,100.0,Y2223,0.0,  Yes
12,101,Catonsville Elem,649,307,34,341,52.54,Y2223,308.0,  No
13,174,Catonsville High,1729,663,73,736,42.57,Y2223,993.0,  No
14,151,Catonsville Middle,805,273,51,324,40.25,Y2223,481.0,  No
15,408,Cedarmere Elem,549,287,49,336,61.2,Y2223,213.0,  No
16,113,Chadwick Elem,606,593,0,593,97.85,Y2223,13.0,  Yes
17,1107,Chapel Hill Elem,565,107,20,127,22.48,Y2223,438.0,  No
18,1212,Charlesmont Elem,385,385,0,385,100.0,Y2223,0.0,  Yes
19,1507,Chase Elem,358,315,0,315,87.99,Y2223,43.0,  Yes
20,404,Chatsworth School,293,83,31,114,38.91,Y2223,179.0,  No
21,1574,Chesapeake High,1047,1012,0,1012,96.66,Y2223,35.0,  Yes
22,1511,Chesapeake Terrace Elem,330,111,19,130,39.39,Y2223,200.0,  No
23,207,Church Lane Elem Of Tech,307,276,0,276,89.9,Y2223,31.0,  Yes
24,853,Cockeysville Middle,840,291,61,352,41.9,Y2223,488.0,  No
25,1503,Colgate Elem,502,502,0,502,100.0,Y2223,0.0,  Yes
26,916,Cromwell Valley Reg Magnet,396,118,21,139,35.1,Y2223,257.0,  No
27,75,Crossroads Center,30,30,0,30,100.0,Y2223,0.0,  Yes
28,1525,Deep Creek Elem,417,417,0,417,100.0,Y2223,0.0,  Yes
29,1557,Deep Creek Middle,752,752,0,752,100.0,Y2223,0.0,  Yes
30,216,Deer Park Elem,414,382,0,382,92.27,Y2223,32.0,  Yes
31,254,Deer Park Middle And Mgnt,1322,1084,0,1084,82.0,Y2223,238.0,  Yes
32,112,Dogwood Elem,490,490,0,490,100.0,Y2223,0.0,  Yes
33,872,Dulaney High,1821,505,96,601,33.0,Y2223,1220.0,  No
34,953,Dumbarton Middle,1073,305,36,341,31.78,Y2223,732.0,  No
35,1202,Dundalk Elem,743,743,0,743,100.0,Y2223,0.0,  Yes
36,1273,Dundalk High,2193,1977,0,1977,90.15,Y2223,216.0,  Yes
37,1251,Dundalk Middle,860,825,0,825,95.93,Y2223,35.0,  Yes
38,1575,Eastern Technical High,1262,238,74,312,24.72,Y2223,950.0,  No
39,1502,Edgemere Elem,387,148,25,173,44.7,Y2223,214.0,  No
40,104,Edmondson Heights Elem,559,559,0,559,100.0,Y2223,0.0,  Yes
41,1405,Elmwood Elem,465,452,0,452,97.2,Y2223,13.0,  Yes
42,1508,Essex Elem,459,300,32,332,72.33,Y2223,127.0,  No
43,204,Featherbed Lane Elem,544,544,0,544,100.0,Y2223,0.0,  Yes
44,501,Fifth District Elem,280,38,8,46,16.43,Y2223,234.0,  No
45,308,Fort Garrison Elem,272,52,9,61,22.43,Y2223,211.0,  No
46,403,Franklin Elem,409,156,23,179,43.77,Y2223,230.0,  No
47,472,Franklin High,1504,683,112,795,52.86,Y2223,709.0,  No
48,451,Franklin Middle,1153,622,96,718,62.27,Y2223,435.0,  No
49,1404,Fullerton Elem,411,211,27,238,57.91,Y2223,173.0,  No
50,1255,Gen John Stricker Middle,745,745,0,745,100.0,Y2223,0.0,  Yes
51,975,George Washington Carver Ctr,984,205,56,261,26.52,Y2223,723.0,  No
52,1518,Glenmar Elem,278,236,0,236,84.89,Y2223,42.0,  Yes
53,407,Glyndon Elem,537,494,0,494,91.99,Y2223,43.0,  Yes
54,1451,Golden Ring Middle,903,839,0,839,92.91,Y2223,64.0,  Yes
55,1210,Grange Elem,483,483,0,483,100.0,Y2223,0.0,  Yes
56,1111,Gunpowder Elem,510,183,34,217,42.55,Y2223,293.0,  No
57,1313,Halethorpe Elem,273,238,0,238,87.18,Y2223,35.0,  Yes
58,912,Halstead Academy,515,515,0,515,100.0,Y2223,0.0,  Yes
59,911,Hampton Elem,773,295,44,339,43.86,Y2223,434.0,  No
60,915,Harford Hills Elem,396,208,39,247,62.37,Y2223,149.0,  No
61,1515,Hawthorne Elem,491,491,0,491,100.0,Y2223,0.0,  Yes
62,209,Hebbville Elem,450,391,0,391,86.89,Y2223,59.0,  Yes
63,772,Hereford High,1225,125,25,150,12.24,Y2223,1075.0,  No
64,855,Hereford Middle,903,95,17,112,12.4,Y2223,791.0,  No
65,214,Hernwood Elem,327,259,0,259,79.2,Y2223,68.0,  Yes
66,115,Hillcrest Elem,652,196,28,224,34.36,Y2223,428.0,  No
67,1253,Holabird Middle,912,884,0,884,96.93,Y2223,28.0,  Yes
68,1113,Honeygo Elem,711,170,46,216,30.38,Y2223,495.0,  No
69,1002,Jacksonville Elem,502,22,9,31,6.18,Y2223,471.0,  No
70,105,Johnnycake Elem,552,547,0,547,99.09,Y2223,5.0,  Yes
71,1109,Joppaview Elem,528,252,40,292,55.3,Y2223,236.0,  No
72,1572,Kenwood High,1908,1739,0,1739,91.14,Y2223,169.0,  Yes
73,1104,Kingsville Elem,301,25,10,35,11.63,Y2223,266.0,  No
74,1311,Lansdowne Elem,598,598,0,598,100.0,Y2223,0.0,  Yes
75,1371,Lansdowne High And Bus Adm,1410,1215,0,1215,86.17,Y2223,195.0,  Yes
76,1351,Lansdowne Middle,869,790,0,790,90.91,Y2223,79.0,  Yes
77,973,Loch Raven High,891,446,57,503,56.45,Y2223,388.0,  No
78,954,Loch Raven Technical Acad,781,696,0,696,89.12,Y2223,85.0,  Yes
79,1217,Logan Elem,529,529,0,529,100.0,Y2223,0.0,  Yes
80,803,Lutherville Laboratory,377,128,8,136,36.07,Y2223,241.0,  No
81,410,Lyons Mills Elem,622,287,37,324,52.09,Y2223,298.0,  No
82,111,Maiden Choice School,118,100,0,100,84.75,Y2223,18.0,  Yes
83,1512,Mars Estates Elem,316,316,0,316,100.0,Y2223,0.0,  Yes
84,1506,Martin Blvd Elem,247,247,0,247,100.0,Y2223,0.0,  Yes
85,814,Mays Chapel Elem,565,163,24,187,33.1,Y2223,378.0,  No
86,1403,Mccormick Elem,340,340,0,340,100.0,Y2223,0.0,  Yes
87,70,Meadowood Educ Ctr,19,19,0,19,100.0,Y2223,0.0,  Yes
88,1556,Middle River Middle,978,888,0,888,90.8,Y2223,90.0,  Yes
89,1520,Middleborough Elem,295,138,12,150,50.85,Y2223,145.0,  No
90,1514,Middlesex Elem,373,373,0,373,100.0,Y2223,0.0,  Yes
91,307,Milbrook Elem,348,321,0,321,92.24,Y2223,27.0,  Yes
92,271,Milford Mill Academy,1324,1083,0,1083,81.8,Y2223,241.0,  Yes
93,217,New Town Elem,809,440,54,494,61.06,Y2223,315.0,  No
94,473,New Town High,1316,627,96,723,54.94,Y2223,593.0,  No
95,1207,Norwood Elem,524,505,0,505,96.37,Y2223,19.0,  Yes
96,252,Nw Acad Of Health Sciences,759,679,0,679,89.46,Y2223,80.0,  Yes
97,910,Oakleigh Elem,502,497,0,497,99.0,Y2223,5.0,  Yes
98,1534,Oliver Beach Elem,148,65,14,79,53.38,Y2223,69.0,  No
99,1519,Orems Elem,366,332,0,332,90.71,Y2223,34.0,  Yes
100,1473,Overlea High,1365,1267,0,1267,92.82,Y2223,98.0,  Yes
101,402,Owings Mills Elem,745,662,0,662,88.86,Y2223,83.0,  Yes
102,452,Owings Mills High,1199,706,82,788,65.72,Y2223,411.0,  No
103,810,Padonia International,565,395,53,448,79.29,Y2223,117.0,  No
104,972,Parkville High,2200,1215,158,1373,62.41,Y2223,827.0,  No
105,1452,Parkville Middle,999,478,74,552,55.26,Y2223,447.0,  No
106,1272,Patapsco High And Ctr For Arts,1312,1204,0,1204,91.77,Y2223,108.0,  Yes
107,1105,Perry Hall Elem,443,162,53,215,48.53,Y2223,228.0,  No
108,1171,Perry Hall High,2029,801,122,923,45.49,Y2223,1106.0,  No
109,1151,Perry Hall Middle,1754,598,113,711,40.54,Y2223,1043.0,  No
110,371,Pikesville High,895,352,62,414,46.26,Y2223,481.0,  No
111,352,Pikesville Middle,967,779,0,779,80.56,Y2223,188.0,  Yes
112,921,Pine Grove Elem,503,212,23,235,46.72,Y2223,268.0,  No
113,957,Pine Grove Middle,916,446,71,517,56.44,Y2223,399.0,  No
114,811,Pinewood Elem,555,64,14,78,14.05,Y2223,477.0,  No
115,909,Pleasant Plains Elem,527,527,0,527,100.0,Y2223,0.0,  Yes
116,808,Pot Springs Elem,436,179,29,208,47.71,Y2223,228.0,  No
117,210,Powhatan Elem,241,238,0,238,98.76,Y2223,3.0,  Yes
118,601,Prettyboy Elem,400,45,4,49,12.25,Y2223,351.0,  No
119,202,Randallstown Elem,330,305,0,305,92.42,Y2223,25.0,  Yes
120,272,Randallstown High,1159,584,96,680,58.67,Y2223,479.0,  No
121,1406,Red House Run Elem,615,550,0,550,89.43,Y2223,65.0,  Yes
122,406,Reisterstown Elem,507,305,37,342,67.46,Y2223,165.0,  No
123,1310,Relay Elem,609,312,34,346,56.81,Y2223,263.0,  No
124,809,Riderwood Elem,395,37,3,40,10.13,Y2223,355.0,  No
125,922,Ridge Ruxton School,104,55,4,59,56.73,Y2223,45.0,  No
126,852,Ridgely Middle,1061,186,36,222,20.92,Y2223,839.0,  No
127,1308,Riverview Elem,546,546,0,546,100.0,Y2223,0.0,  Yes
128,907,Rodgers Forge Elem,396,46,4,50,12.63,Y2223,346.0,  No
129,72,Rosedale Center,52,52,0,52,100.0,Y2223,0.0,  Yes
130,1407,Rossville Elem,613,309,46,355,57.91,Y2223,258.0,  No
131,1527,Sandalwood Elem,450,450,0,450,100.0,Y2223,0.0,  Yes
132,1216,Sandy Plains Elem,538,538,0,538,100.0,Y2223,0.0,  Yes
133,206,Scotts Branch Elem,469,469,0,469,100.0,Y2223,0.0,  Yes
134,1531,Seneca Elem,368,334,0,334,90.76,Y2223,34.0,  Yes
135,1110,Seven Oaks Elem,470,179,27,206,43.83,Y2223,264.0,  No
136,701,Seventh District Elem,346,48,5,53,15.32,Y2223,293.0,  No
137,1409,Shady Springs Elem,373,369,0,369,98.93,Y2223,4.0,  Yes
138,155,Southwest Academy,739,692,0,692,93.64,Y2223,47.0,  Yes
139,801,Sparks Elem,472,50,9,59,12.5,Y2223,413.0,  No
140,1573,Sparrows Point High,1146,447,57,504,43.98,Y2223,642.0,  No
141,1559,Sparrows Point Middle,561,272,33,305,54.37,Y2223,256.0,  No
142,1554,Stemmers Run Middle,838,838,0,838,100.0,Y2223,0.0,  Yes
143,905,Stoneleigh Elem,664,115,18,133,20.03,Y2223,531.0,  No
144,353,Sudbrook Magnet Middle,929,395,70,465,50.05,Y2223,464.0,  No
145,310,Summit Park Elem,328,97,15,112,34.15,Y2223,216.0,  No
146,1513,Sussex Elem,430,430,0,430,100.0,Y2223,0.0,  Yes
147,405,Timber Grove Elem,543,502,0,502,92.45,Y2223,41.0,  Yes
148,805,Timonium Elem,452,63,15,78,17.26,Y2223,374.0,  No
149,971,Towson High,1676,383,60,443,26.43,Y2223,1233.0,  No
150,1505,Victory Villa Elem,659,659,0,659,100.0,Y2223,0.0,  Yes
151,908,Villa Cresta Elem,637,330,37,367,57.61,Y2223,270.0,  No
152,1533,Vincent Farm Elementary,735,339,45,384,52.24,Y2223,351.0,  No
153,813,Warren Elem,379,193,38,231,60.95,Y2223,148.0,  No
154,219,Watershed Public Charter,287,93,20,113,39.37,Y2223,174.0,  No
155,304,Wellwood International Mgnt,462,255,42,297,64.29,Y2223,165.0,  No
156,925,West Towson Elem,382,41,1,42,10.99,Y2223,340.0,  No
157,102,Westchester Elem,659,169,27,196,29.74,Y2223,463.0,  No
158,175,Western Sch Of Tech/Env Sci,942,297,80,377,40.02,Y2223,565.0,  No
159,103,Westowne Elem,676,381,24,405,59.91,Y2223,271.0,  No
160,923,White Oak School,51,51,0,51,100.0,Y2223,0.0,  Yes
161,213,Winand Elem,451,395,0,395,87.58,Y2223,56.0,  Yes
162,256,Windsor Mill Middle,626,495,0,495,79.07,Y2223,131.0,  Yes
163,211,Winfield Elem,420,407,0,407,96.9,Y2223,13.0,  Yes
164,116,Woodbridge Elem,451,272,37,309,68.51,Y2223,142.0,  No
165,311,Woodholme Elementary,696,612,0,612,87.93,Y2223,84.0,  Yes
166,172,Woodlawn High Ctr For Preeng,1815,1670,0,1670,92.01,Y2223,145.0,  Yes
167,253,Woodlawn Middle,633,628,0,628,99.21,Y2223,5.0,  Yes
168,205,Woodmoor Elem,554,552,0,552,99.64,Y2223,2.0,  Yes
